,Adipose Fin,Anal Fin,Body,Caudal Fin,Dorsal Fin,Eye,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
45,"[-0.19128011236549475, 0.9933917726144426, 0.10616921770503294]","[-0.06372699510313574, 1.010994605192196, 0.037427267158591376]","[-0.2471999802922504, 0.9417330286858266, -0.1405703017158651]","[-0.060692371196199336, 0.9570691379606548, 0.18613943567600869]","[-0.35896791823797947, 0.9797936091628174, -0.10227380169316459]","[-0.3740060997066814, 0.8732984315204149, -0.38750246326867677]","[-0.354569738729495, 0.8691079473927126, -0.3773127095303531]","[-0.25078467076515615, 0.9350542164568715, -0.31672687326297916]","[-0.11354592384815358, 1.0362633432514083, -0.13495022472199078]",5981,cjn1ji8hnv2yd0710wqpugqos
46,"[-0.24182335470654853, 0.981690522796649, -0.38141145749928634]","[-0.12440021205340308, 1.085612680870081, -0.41748244840851384]","[-0.16273797624381223, 1.0839587678232159, -0.23235492075233166]","[-0.19887615338718267, 0.8692776699957093, -0.4730799921160337]","[-0.2712402793734887, 1.1241330144191681, -0.2253639098240749]","[-0.15554002076812268, 1.0922686246142295, 0.04034339208137565]","[-0.15239927801479156, 1.1766459734636865, 0.03234344353653465]","[-0.04973001024684499, 1.086734937414167, -0.042365169150069486]","[-0.043001093633336145, 1.1477558563441022, -0.2755186378077875]",3949,cjn1h115jtt6k0710od3gctc2
47,"[0.10438068180785255, 0.9196419019298872, -0.33124364775699183]","[0.21994269011282336, 0.8962350771718002, -0.3241969874400552]","[0.14693483080352884, 0.8889057219479198, -0.19901198373020323]","[0.1372154370562924, 0.7642409773021095, -0.4142293421582243]","[0.0751052798255747, 1.024028269859851, -0.17383118172983802]",,"[0.1130551299744421, 1.2283105212407863, 0.006898387900308353]","[0.2114842815776133, 1.1616267603481714, -0.0031074035172418673]","[0.2751453618161241, 1.0344595037771702, -0.1942379340318044]",3164,cjn1ik5gsukq40710n9k9n2gu
48,"[0.2962778999695273, 1.280689175435192, -0.30412219659858586]","[0.4532394953478368, 1.3446380185431812, -0.3194009107243587]","[0.382911306254988, 1.3081434605842932, -0.16968114805707357]","[0.3068347611989467, 1.1803598842639411, -0.4056984696119308]","[0.32689737296552374, 1.379044739235332, -0.13282846800678005]",,"[0.4117768520027096, 1.4957883488769226, 0.04719747342390603]","[0.49382827637228266, 1.4410610979022718, 0.0036926450313598236]","[0.49264462924963315, 1.3180954764897794, -0.17966422598232412]",1957,cjn1fybhv80mt07333icmaekw
49,"[0.04219577097478855, 0.5994994205360581, 0.047454060530606475]","[0.19795115459654394, 0.5810266713695551, 0.049948966990964475]","[0.156553088861612, 0.6550149404403409, -0.09209689620198719]","[0.09541337194624878, 0.5932319852688316, 0.20637269295554164]","[0.05627158923747557, 0.7227832812583953, -0.1746412050896405]","[0.21753378474158155, 0.7726862845848242, -0.3912772315254452]","[0.23197450595412994, 0.8030124465822951, -0.38287696501115576]","[0.3026841185188093, 0.7419023204817956, -0.308879618303946]","[0.28993636997209893, 0.646134418556739, -0.11013846122649786]",5981,cjn1jdb99uzlt07108zm4np35
50,,,"[-0.05759464078518694, 0.7415153344205153, -0.2908379842202726]","[0.11201431507328195, 1.3775153271374063, -0.6871932381628144]",,"[-0.18062129352057005, 0.6425138308507926, -0.1382611105523753]","[-0.14679525897236734, 0.6411752616712689, -0.14337630213999286]","[-0.0811980182064996, 0.6941329438812822, -0.2504880572538467]","[0.08323755178418098, 1.1972586701034735, -0.4652325369011145]",5981,cjn1kc7iaa4md0733h7z6pplc
51,"[0.08032597068905287, 0.7513567005725144, 0.14009418072600666]","[0.19880405049882685, 0.7270962577603676, 0.10997993916843525]","[0.09543562531647727, 0.6950579261970538, -0.014800531979064883]","[0.12814895710868257, 0.5674243360458523, 0.1995876563143312]","[0.023777817177866166, 0.8418795191576494, -0.01880320655038365]","[-0.00270795121867586, 0.9144705531661604, -0.2818607468805863]","[0.01082979807461304, 0.94011777186103, -0.2691319826899756]","[0.12925120759687797, 0.9097358600998701, -0.2196102997499719]","[0.22976331398873334, 0.832849702692892, -0.033409825863058525]",3164,cjn1i4huv8y2607336e8m6dp0
52,"[-0.36815219014903877, 0.9125415058722985, -0.356185930843368]","[-0.2405350037749938, 0.8999723572672329, -0.3765793638901337]","[-0.21978820768236648, 0.9162138335850948, -0.19617406226607517]","[-0.33472455643703103, 0.7557469854095167, -0.44849773607651927]","[-0.281519807387512, 0.870435458452718, -0.18273691291838676]","[-0.1846994388685777, 1.0057923498824293, 0.09003465405815203]","[-0.16336101129448627, 1.022689446774987, 0.07388861242162392]","[-0.0881728451917912, 0.9759617948978341, -0.0032065791988066996]","[-0.1250688111042842, 0.9828579673058562, -0.24341443533297055]",2997,cjn1fphvbt7c907101oq78mqn
53,"[-0.2840172895117921, 1.0653812941563496, -0.17157168476377072]","[-0.1925425322470298, 1.0969594116238657, -0.15981681154641744]","[-0.12699553514471182, 0.8912210630278482, -0.2539780303223068]","[-0.28650988954806333, 1.110491014591273, -0.07151068517364614]","[-0.24446441994080736, 1.032186189271369, -0.30051556309453653]","[-0.05795289865141665, 0.8364944520038599, -0.39532872443374245]","[-0.05078495104554067, 0.781354037249, -0.3687747792229175]","[0.013394424472570733, 0.9399709310068292, -0.357809698478927]","[-0.09107125909024379, 1.0789786096365326, -0.23803442685098208]",2121,cjn1i31cxublu0710pb3umuej
54,"[-0.34264308866804005, 0.8409012922376202, 0.10578052700740628]","[-0.21672288579661966, 0.7987872430073033, 0.09635118362939245]","[-0.2609972316335857, 0.7847226171243202, -0.08837537717095821]","[-0.2649257400917507, 0.8284780697191859, 0.20138470672623096]","[-0.3738195771072442, 0.8545217542072515, -0.07153209581223441]","[-0.30311228993491823, 0.7000391679954051, -0.30823779119380895]","[-0.2818024082127795, 0.7036516476842952, -0.2965418999978997]","[-0.22435185720532178, 0.7866571097957786, -0.2319426385404077]","[-0.16411925046248863, 0.7851326342560092, -0.05671557821959998]",2773,cjn1iz2zhusfz07108gj776e7
55,"[-0.5173838874354733, 1.0200386349027846, -0.11978212040608839]","[-0.40204111928845826, 1.0265100682339416, -0.11710775240739155]","[-0.41587881478459254, 1.038675258737488, -0.009805575889784588]","[-0.4729772034353577, 0.9393742429907482, -0.22058546524924402]","[-0.540657648042225, 1.1224649246831226, 0.018439002075341018]",,"[-0.38789875033351323, 1.1566376751864251, 0.16881126747122058]","[-0.3335392992562956, 1.0969148815774148, 0.1314755244758904]","[-0.41416772022031945, 1.2859485504639678, -0.008068838856974006]",2121,cjn1hopz4u4ge0710hbtab0h6
56,"[-0.29658932152201944, 1.3474203737893349, -0.1472944642266306]","[-0.1742296553639798, 1.3655684742816327, -0.10826890755282113]","[-0.3119028879491122, 1.1883101511780556, 0.04307781209845178]","[-0.1880350974865193, 1.4219272412518238, -0.2281645703822657]","[-0.40534894925852005, 1.2299174142328468, -0.00515775120479035]","[-0.40595136280424376, 0.9929186232891023, 0.21962295968552353]","[-0.3851144725924355, 1.0110829265526562, 0.2119067090228875]","[-0.3166442993759835, 1.0397806917683179, 0.14491164723913824]","[-0.18903064411712586, 1.152453948769676, -0.0004245751180926411]",3164,cjn1ip3taun1q0710oyh2v8ar
57,"[0.2223787590938274, 1.0089329461971706, 0.13352916290328468]","[0.3429885525114995, 1.0138859004880263, 0.09544415304813454]","[0.20222597640907217, 1.051927684366951, -0.038092055499852236]","[0.276669847487449, 0.8616228253415609, 0.14927952511663498]","[0.1330041837240892, 1.1289770550494922, -0.011518608577255422]","[0.06888780892106405, 1.1804098482820655, -0.2792424630665708]","[0.07866038133571036, 1.1715631348272664, -0.26091890942682244]","[0.20309902466321822, 1.1504849957101349, -0.24021793499148847]","[0.3416497006302188, 1.113864953121859, -0.04255740605754802]",3164,cjn1jrzf59tw707339yzno4lg
58,"[-0.5456865643005939, 0.9118321186010709, -0.2787112091707191]","[-0.40130780257901894, 0.9586610537549618, -0.31291596669510185]","[-0.34392256715783304, 0.829449497352635, -0.0995263845733933]","[-0.5424630438383377, 0.9549734593616915, -0.38049351806786297]","[-0.4614596572692618, 0.8401987520648879, -0.062076579040949424]","[-0.22954640410090366, 0.6753873059907464, 0.10717168043552527]","[-0.2180425770190108, 0.7109793158778738, 0.09503387758450142]","[-0.2190788568557449, 0.7567480597527607, -0.027281603515632122]","[-0.26912503400849724, 0.8968250713647201, -0.17784169196403077]",5981,cjn1je6s5v0eo0710j1q1xlb1
59,"[-0.3523898280901633, 0.9898708739647578, -0.48571414173782446]","[-0.1923509915717311, 0.9321626492772379, -0.4543032946403491]","[-0.253417177723843, 0.9294951566822095, -0.29651531634476025]","[-0.26979782395057667, 0.8667328835367696, -0.5348633468031861]","[-0.35048978731050107, 0.9611151433212108, -0.30440368364185416]","[-0.3350231492204749, 0.9864070871925046, -0.0639441344488442]","[-0.3049664785374139, 0.9927811901361937, -0.07839385855696727]","[-0.24799786795849765, 0.985351612622618, -0.16048611829411927]","[-0.18078723578096634, 0.9555390021777, -0.33803495788741017]",1957,cjn1gm3wjtmbz0710zru6mlwl
60,"[-0.1899402907768625, 0.9926744751624308, 0.05008238662282849]","[-0.06469973166483983, 0.9969783792307115, 0.08281425505143561]","[0.031233456126766014, 0.9862174974504525, -0.10333531179170026]","[-0.2010091116224919, 1.0113655728820876, 0.17898931096908108]","[-0.05841614117568789, 0.9809284232837107, -0.14482349665874464]","[0.18737026898044637, 0.878388428399008, -0.33719043330812815]","[0.19073970506328283, 0.8778182366218865, -0.3183025982909944]","[0.23571622224633673, 0.9369763804154555, -0.23202935840860006]","[0.0891167925619175, 1.0061768536563496, -0.01915734080035129]",4480,cjn1ht9snu6i807103v6itu4t
61,"[-0.2775618834500365, 0.778346121601233, -0.22387286139921445]","[-0.1646918184460226, 0.8462695959139452, -0.24974360403116166]","[-0.16768917851168183, 0.8075209258855183, -0.06859520989011025]","[-0.23388059799528885, 0.7353444467396172, -0.33091251650778997]","[-0.26048344179416894, 0.859359170131523, -0.04508568908773906]","[-0.1560236790464698, 0.8939094794858453, 0.18475362270679097]","[-0.14141987706272416, 0.8866786943189437, 0.16789463527504536]","[-0.07444764861296309, 0.85970417017478, 0.11788936784266447]","[-0.06778597639810695, 0.9056386313464644, -0.09847195152291803]",2773,cjn1j8e35uwna0710ju9xiuwf
62,"[0.18522069597369728, 1.1334650380387794, -0.35664597022051914]","[0.29524342981105367, 1.042991668436544, -0.34265531247732983]","[0.24035080850095225, 1.0091261404151726, -0.1816793730859723]","[0.20436959825680104, 0.9714798793802906, -0.44119358157176575]","[0.20039157798326868, 1.1877225513375782, -0.17303790265404206]","[0.22942978626449212, 1.1410886414205141, 0.06587422157056065]","[0.25568593637342796, 1.140514817772064, 0.052117226761374084]","[0.3217553636547925, 1.088146777014663, -0.018652517988493576]","[0.3517079869452671, 1.0352817060059902, -0.20651774806124196]",1957,cjn1gv3ootqed071021lj3jif
63,"[-0.4317585517516954, 1.0070390400975728, -0.22120730486771972]","[-0.3101510928237075, 1.0334527756221896, -0.26816922461939513]","[-0.23543892609853928, 1.011666838829753, -0.079472347757961]","[-0.4813548472678398, 0.9138484496675199, -0.3374892066086028]","[-0.31616049090553955, 1.0211999134453684, -0.04354563544741741]","[-0.1208481620745713, 1.0379773173095204, 0.19002952943710963]","[-0.10924242284393229, 1.0364596597743354, 0.16982179010970205]","[-0.08152752249007152, 1.0308692245984368, 0.0991551614557833]","[-0.13494156021684603, 0.9677294172860843, -0.12558524336170354]",3164,cjn1hy73bu9a307102j2f8ld6
64,"[-0.01885235997739787, 1.2060543525273455, -0.2708848668975958]","[0.10897032764213899, 1.2144820831793932, -0.2623605018635239]","[0.03158292920662101, 1.224442098372774, -0.08986979816596971]","[0.05348166688514838, 1.23906401218073, -0.3977740308326194]","[-0.05463242650890726, 1.2119273540841888, -0.09063764413334088]","[-0.043667023700075094, 1.1962921186176294, 0.15713304572194328]","[-0.017203869142252977, 1.1872616639819573, 0.14050949350576067]","[0.060837683577118294, 1.1720684986852303, 0.07795971518705447]","[0.12986773275951874, 1.182479728955304, -0.11404285649087587]",1957,cjn1go9r9tnhk071043eczeya
65,"[-0.36554928353216387, 1.2930299919373822, 0.13150824278370285]","[-0.2368030230601967, 1.299258995622781, 0.13377678820906544]","[-0.3044999722052304, 1.3689590063798818, -0.04735416855324501]","[-0.394900482702051, 1.3966552369345522, 0.29822834881040927]","[-0.383917200203993, 1.3312391823255945, -0.04511089915089182]","[-0.3259160292447706, 1.2426545356020946, -0.30338188506137276]","[-0.31407440923937113, 1.2535884952655494, -0.2904707938701743]","[-0.22884452557297813, 1.2162267437733383, -0.20755413463294523]","[-0.18249906429600596, 1.3455280232603972, -0.014399601066787488]",3164,cjn1irjnguobh0710eldgk42e
66,"[0.12225244995577492, 0.6893581585615746, 0.1285041385728667]","[0.2482895215253155, 0.6911377245094121, 0.14922928742197739]","[0.22207613170731916, 0.6641507616543071, -0.03645384122510237]","[0.158744716927009, 0.5641456754831379, 0.18980098065316806]","[0.16249218404966714, 0.8050700191770407, -0.0408906247970863]","[0.25938108872903354, 0.6918675275351329, -0.2884934137134768]","[0.25981677356737615, 0.6889668960326013, -0.2718124859524991]","[0.3726642024684287, 0.7290238965253022, -0.21790018273067824]","[0.38393188522285504, 0.7873856055988295, 0.008836361563027029]",3164,cjn1i8p90uebs07103yqyrcz6
67,,"[-0.2332944039332153, 0.9846453122352558, 0.1171476482490018]","[-0.19339712115519425, 1.075553678071767, -0.01517530699980929]","[-0.3470610044073712, 0.7507229769377081, 0.08939595811985039]","[-0.2760369511565556, 1.1174765873848407, -0.042324683814201486]","[-0.14101999418003935, 1.3032145527244015, -0.27270057111023116]","[-0.1161609233266608, 1.2718673099897877, -0.24409869581185523]","[-0.03723387700937526, 1.2223419262095383, -0.20467453133687874]","[-0.07879855807111946, 0.9741074769985743, -0.009592571419445006]",2997,cjn1gr34m8ces0733igqhiquw
68,"[-0.2735052276793217, 0.9666646750782184, 0.15556323170831735]","[-0.1323734013701129, 0.9837972478452964, 0.11551958024151078]","[-0.28125818915710055, 0.7777280194201919, -0.0591718059861533]","[-0.2034359377184898, 1.1108751356993678, 0.1881633404326595]","[-0.38632228089897835, 0.7936253180902306, 0.012888143606878337]","[-0.33721362709420005, 0.5824135070569091, -0.21448383735498847]","[-0.3278557017501251, 0.6162350040755719, -0.22749419585375447]","[-0.22175483477767882, 0.684579895373023, -0.1433662119345071]","[-0.12729587805399661, 0.8241863553091906, 0.014220102883418314]",5981,cjn1j8s7m9ikv0733wszvpoez
69,"[-0.19899668586091485, 0.6544483558110936, -0.08984172952897589]","[-0.05500659027372971, 0.6778053563100477, -0.0939703424814736]","[-0.08512225161253072, 0.7358432099588446, 0.004702252233354549]","[-0.18362523231372144, 0.5996847756414502, -0.21053791844693504]","[-0.18032817943137958, 0.8173630769475818, 0.04629807289858703]","[-0.047655328278470514, 0.8812622372086822, 0.23498176016864933]","[-0.029006055413454947, 0.8646026053011007, 0.21797685713310194]","[0.03526981595808879, 0.8381995010529784, 0.19431276638187628]","[0.04120074661349462, 0.6804007652286933, -0.006932488911925257]",3949,cjn1h0f6i8fgx0733zruxqkth
70,"[-0.13291926306724697, 1.13430788932658, -0.4300135761327377]","[-0.014291659781986972, 1.108078162464703, -0.4752801667659139]","[0.11711403783933398, 1.0996903178598867, -0.29650889530420427]","[-0.2014835049458811, 1.102235252777547, -0.4787014728606935]","[0.014600704357349033, 1.0696069894808133, -0.27371442417474573]","[0.2446186840091422, 1.0635248796230716, -0.04782650824909226]","[0.3000641400351265, 1.173927924423104, -0.07035525038509718]","[0.3491772031561162, 1.1010840803649435, -0.159331218393159]","[0.17044646784189552, 1.1054785246216583, -0.405953534417156]",4480,cjn1hz61su9tm0710diuz5vlt
71,"[-0.4920020354306489, 1.1164527067949064, -0.05251360611335096]","[-0.3516789716363577, 1.0927833666944378, -0.10388004386682828]","[-0.23373491790778206, 1.0981237011762566, 0.06922848010658159]","[-0.5419974758959005, 1.0353848093812212, -0.1800258261876671]","[-0.3068351341040257, 1.0975662176947534, 0.12648660495774888]","[-0.015685309944604663, 1.1076971266080835, 0.3140425698401778]","[-0.009818406502078025, 1.1145435288091448, 0.290846994910458]","[0.006152061741663926, 1.0990335722920963, 0.2044067788030403]","[-0.159153126498222, 1.0976842878825972, -0.011999313469833841]",3949,cjn1h204z8g2t0733xpp8gjra
72,"[-0.17720561038801566, 1.097492152398562, -0.3444777198464947]","[-0.058677552994473615, 1.0040909130075268, -0.3662833646247428]","[0.01697665468147166, 1.020261516728637, -0.21477341050350224]","[-0.20291373703156337, 0.891186487682196, -0.40774012410786714]","[-0.04963169074935814, 1.1786467702452599, -0.21719995012852347]","[0.18478364177596274, 1.2532904959149707, 0.021218252715547392]","[0.19490944867004206, 1.201948133717157, -0.002344304892700117]","[0.2147807107527402, 1.1644103347648984, -0.07491769277003504]","[0.11766785248399048, 1.114359876574826, -0.2713285847063132]",2997,cjn1hgms28o220733zgu4uxpu
73,"[-0.1378725036297326, 1.2862363529897463, 0.10918934544508013]","[-0.039889769966235875, 1.3206660367260743, 0.05881060840945979]","[-0.2133103483635439, 1.3157865527732593, -0.08306581440688902]","[0.005904775284398612, 1.317195519446202, 0.1745165958466451]","[-0.29781397798973014, 1.3057917164925121, -0.043121605709021654]","[-0.38102322667190996, 1.1689859879830888, -0.2779386674023767]","[-0.3657673409205194, 1.2135708043271423, -0.2809620849155133]","[-0.27034035158629727, 1.3133456504818672, -0.24671481110015128]","[-0.11183291220762365, 1.2351966285009155, -0.08547255269557445]",2773,cjn1iirtx958c0733yercf5me
