,Adipose Fin,Anal Fin,Caudal Fin,Dorsal Fin,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
90,"[-0.1125086971594146, -0.5832941034387089, -0.2985367817488753]","[-0.2514434366179478, -0.5815042559580884, -0.29827258176469407]",,,"[-0.18619954956907658, -0.7344280684674994, 0.19552005340021653]","[-0.2796643587089033, -0.6929556050093776, 0.1181563099759872]","[-0.3238243587850612, -0.6278501823468402, -0.14093353938710576]",4860,5130
91,"[0.19028759956277572, -0.5734551547462269, 0.05586266751299723]","[0.07052766110346256, -0.5855147874713046, 0.08956999970266119]","[0.23409459534562047, -0.5967360049823962, 0.17468170703485722]","[0.09639600381127614, -0.5564954684954561, -0.09899907004795674]","[-0.09222896460432402, -0.5448052720165453, -0.27764978238103266]","[-0.15800724587824097, -0.5253886878858792, -0.21724996688342646]","[-0.06778399904690097, -0.5714829350585247, -0.029520159595356404]",2748,4769
92,"[0.08844257371749237, -0.5178286580539841, -0.2499003591825371]","[-0.02916969995427404, -0.5503231805185225, -0.26795061598549985]","[0.13623498829009342, -0.6862480656918668, -0.43078928306114195]","[0.04585798488306099, -0.5446191391857311, -0.0967308202166083]","[-0.11127025764671186, -0.5102242128221101, 0.1059561578948722]","[-0.14261494917885387, -0.49082937844556046, 0.009212676710935133]",,2748,4732
93,"[0.6482456430632689, -1.1798749773698696, 0.16562265014945757]","[0.4656253239647332, -1.1811906923357944, 0.17465259483192966]","[0.6667880141547502, -1.2060637391560889, 0.3443775505001967]","[0.5876019194048983, -1.2065199068598609, -0.08651837355809307]","[0.4100770318518291, -1.277777764176677, -0.3618444187270335]","[0.31175813278433123, -1.2638285195208523, -0.28836648987107016]","[0.3594982525524747, -1.2845221750486429, 0.010765225189753447]",3949,3411
94,,,"[-0.05956574059890802, 0.21886630169593946, -0.0026180021121404618]",,,,"[-0.04148258715163938, -0.6149372498308016, -0.2753731766161002]",5395,6792
95,"[0.102674783977056, -0.622318706184392, 0.23119217882457105]",,"[0.23129923086031162, -2.746055262520044, 1.6243819997650348]","[0.08206528610036802, -0.6370554494416928, -0.007114799208470731]","[-0.03555722771583598, -0.6373853207706676, -0.26751711163219916]","[-0.11785325527838823, -0.6032687523912471, -0.1943246392693222]",,6020,8331
96,"[-0.0768778590515526, -0.6141961848492202, -0.2641355344187412]",,"[-0.18659525921756212, -0.6778908376435284, -0.40661279680416973]",,"[0.003807123346791686, -0.6715022425369198, 0.2167534557119847]",,"[0.877117732851091, 2.557901821102344, 0.2994608155705945]",3621,6366
97,"[0.09221919890586912, -0.9187017842193108, 0.060476903855524004]","[-0.07947405379840561, -0.8639703279374494, 0.020790672461762798]","[-0.034545183140404154, -0.9202615038436781, 0.2115759707009708]","[0.19516615371556129, -0.8583521324345691, -0.19103495686285113]","[0.1555271368818566, -0.9481461836919913, -0.5842991546917629]","[0.04331661848147211, -0.7274691672473468, -0.37051611752171426]","[-0.0823969018169974, -0.7994261482351728, -0.17624546382676776]",5981,1253
98,"[0.0234975038632875, -0.734032853839201, -0.3316343310147]","[-0.11032973067928897, -0.7194118147456235, -0.33098750219218576]","[-0.021976285251325986, -0.8206090877567243, -0.5065023577365013]","[0.03472578026224797, -0.7656908674577281, -0.1329931751104147]","[-0.08833481326249713, -0.812784488826929, 0.1782123763499389]","[-0.16590135316619406, -0.7700990305615766, 0.06922726907558409]",,5240,16246
99,,,"[0.19791274853736726, -0.4360229609160981, 0.10662982000208385]",,,,,3710,14314
100,,,,,"[-0.005312173546558865, -0.7033928608963758, -0.10107089941198488]","[-0.08120475999643836, -0.6703942351082481, -0.03678380596588856]",,3514,10374
101,"[0.1510252303594112, -0.9148737211281419, 0.22597868783646904]","[-0.025939367556024388, -0.9053766385376032, 0.23987013977908556]","[0.13671457503443055, -0.9649603740524492, 0.4017750314253142]",,"[-0.07676037823685371, -0.6993693198869347, -0.26160680319583723]","[-0.15510625354327504, -0.7163433994616071, -0.18931649799396277]","[-0.14961532041869297, -0.8383260525213989, 0.041185237152777485]",6585,10651
102,"[0.12777801560631472, -1.0405284209924421, 0.40539878388258804]","[-0.08969612429165771, -0.9524952842338659, 0.30703097071068186]",,,"[0.23338098170420163, -0.8061202973329598, -0.3119405711718541]","[0.09338214652100203, -0.8086650760210667, -0.23505366018062612]","[-0.0742116824302655, -0.9043519870832784, 0.04502685992954019]",6020,8436
103,"[0.3354329823836048, -0.9584650867286737, -0.2413263950281499]","[0.17922894130171568, -0.995306627482964, -0.20955143600963597]","[0.251270007333789, -1.0125504721804126, -0.35611447860773016]","[0.39925661165572984, -0.8814368074653746, -0.00976505226699586]","[0.27554884086183973, -0.8372087263166569, 0.28764699352652356]","[0.18927404192753966, -0.8734646431141867, 0.1853927368258749]","[0.12462799830015224, -0.9274141177071128, -0.03476114147332233]",5981,1189
104,"[-0.13059211839581963, -0.7855911879937661, -0.1671280445702387]",,"[-0.07131953274872535, -0.8312847598400955, -0.2614324406905515]","[-0.33961117383970174, -0.7559976786658544, 0.00874843150796719]",,,"[-0.4597688514833503, -0.7412030658908361, -0.11035521805015719]",5002,13852
105,"[0.05438837631495805, -0.765925346300558, 0.16658767668288674]","[-0.11500835169666886, -0.7721417200337914, 0.16958979860713594]","[0.0017456856751794576, -0.7799001103069924, 0.31737942178271056]",,"[-0.06159342212390563, -0.6078119203764693, -0.3071208842749239]","[-0.14387661011257125, -0.6140697399072295, -0.23969038278953503]",,6585,10687
106,,,"[0.048446782089993826, -0.7777625251792042, 0.3064815562173946]",,,,,2920,7572
107,,"[0.904349899802127, 2.317049731059923, -0.33896699703843314]","[-0.13219650192005272, -0.7165095464134761, 0.2321767546702894]",,"[-0.27855048636697405, -0.7112891269617845, -0.39926075244569154]",,,5711,8027
108,,"[-0.19697239801693298, -0.546203783250879, -0.19904290552754395]","[-0.15495051249616149, -0.5915623792042117, -0.35464992160338454]",,"[-0.00579921566894921, -0.7250550543525129, 0.2985423325799663]",,,3621,6370
109,"[-0.2463125829636282, -0.8506593005993752, 0.12988294826907368]",,"[-0.37398624899153166, -0.8518081006075001, 0.27020684645778165]","[-0.11844571904261035, -0.8110770342688836, -0.12511201203676103]","[-0.18292372691965444, -0.7630000765477641, -0.4466896844823487]","[-0.2536885301787748, -0.7004906647569078, -0.31991125428678524]","[-0.40302315697512003, -0.7927810200830628, -0.12691311167731262]",5981,1073
110,"[0.20140915113907204, -0.7052792792197019, 0.25780964907319853]","[0.043644302328390595, -0.6963236920143093, 0.22406537834596998]",,"[0.24907498374497508, -0.6588678157763587, 0.01146816495331062]","[0.30744088529240216, -0.59810999358855, -0.23185570009910772]","[0.16728328714761181, -0.5379023922489331, -0.17633107886608426]",,3746,11495
111,,,,,,,"[0.2578980041995391, -0.6363992740839636, -0.09764939432497308]",2785,4370
112,,"[-0.07892015639565679, -1.4085388297135606, 0.5990585053847994]","[0.031218903098505283, -1.000834574808803, 0.5033604552332858]","[0.01626846253251995, -0.56868357719856, -0.02116406939462214]","[-0.05994888023677666, -0.5399657683835397, -0.25213506745591524]","[-0.13639973380078058, -0.5400388027913399, -0.17647657188649016]","[-0.17090030693838554, -0.5628919963570357, 0.02698979464472067]",2822,15929
113,"[0.18056415244057747, -0.5569580896733857, 0.10017892094541855]","[0.0519498630734695, -0.579619518785416, 0.14720851364164209]","[0.3050265893592333, -0.717237010295053, 0.3025111289360314]",,"[-0.1866057304562816, -0.5399995220856453, -0.308948556742844]",,"[-0.11641400687882837, -0.5387556591441002, 0.010937493381053124]",3771,12715
114,,"[-0.011789446439978486, -0.2861206640695503, -0.010488440764634446]","[0.2325721411544177, -0.9008469395584039, 0.41718520459984526]",,"[0.08446185856647528, -0.6152422087200963, -0.34510414527169353]","[0.005147445092901152, -0.5806688678365637, -0.24742001513230927]",,4592,5426
115,,"[-0.10402068643576785, -0.5818082198478991, -0.24134185735522065]","[-0.013053534588639476, -0.6383474469082202, -0.3856196765593379]",,"[0.008179601145620477, -0.646307089458614, 0.2048749668619448]","[-0.0940250043734121, -0.6404262510555747, 0.12052197924016542]","[-0.1490166938760622, -0.6033391122125613, -0.09093541881870075]",3263,13019
116,"[-0.07677004459633154, -0.869129432288212, -0.08153601226605164]","[-0.2648265924749481, -0.8739463867196645, -0.06005986157014551]","[-0.09126098789314008, -0.939205583111823, 0.08689034874010593]",,,,"[-0.3805812762649952, -0.7811379120738681, -0.250405301448063]",6585,10728
117,,,"[-0.43820639367527303, -0.7804233369341401, -0.3757470527680301]","[-0.24544886133170912, -0.7399844738008131, -0.01338911341206681]","[-0.1760360459640293, -0.8471070513241552, 0.31694344171407984]",,,6771,7183
118,,,"[0.30715144528385774, 0.6706347967580178, -0.4044753565300503]",,"[-0.11203150353782647, -0.6442702475764333, -0.16133928412015944]","[-0.2307564629551776, -0.5961902108674362, -0.10792740871365361]",,3710,14368
119,,,,,"[-0.37365056083192183, -0.6268975797900928, 0.13628200633374282]",,,5002,13801
120,,"[-0.024448228557558065, -0.63516114977031, -0.33534848065266865]",,"[0.11225756775329576, -0.6525516123523549, -0.15526024690671886]","[0.05263610173149639, -0.7104048955859532, 0.12012781121079306]","[-0.05000530234381781, -0.6953521566402426, 0.0621232209340572]",,4592,5505
121,"[0.08731164442312771, -0.606640187553096, -0.34640788435642833]","[-0.0487275105288761, -0.5939980028911276, -0.3418984194372653]",,,"[0.006875807260137233, -0.6421507497561297, 0.12051213209777309]","[-0.1156452710599632, -0.6119479664451261, 0.03722773392520177]",,3760,12297
122,,"[0.012738365511429628, -0.7111573245458065, 0.28857310405717024]","[0.9387552411766392, -4.057687727351172, 2.327246847484786]","[0.03693748013846095, -0.61685112848373, 0.05970170328860692]","[-0.01374282573006271, -0.613771748219726, -0.17064264221950812]","[-0.13022965415053905, -0.6086645255604226, -0.11529498408788214]","[-0.11909277943171327, -0.6686307951338417, 0.14690789207076416]",3148,9058
123,,,,,"[0.2085618556801512, -0.6727547948217069, -0.008868674934888084]","[0.06995156584267236, -0.6558272885582324, 0.034341623212770185]",,3148,9129
124,"[0.05793348711544328, -0.6325453936782478, -0.24282848933967918]","[-0.0847679681713695, -0.6069065677175753, -0.2360270600984842]","[0.02734488722223516, -0.6134598202270672, -0.35676421286597204]","[0.051534555562498995, -0.6484778315033117, -0.023838017895422687]","[-0.02645446079440947, -0.6945285054205059, 0.27441719629983585]","[-0.12878255127060476, -0.6942014091885311, 0.2019108155577089]",,3760,12317
125,"[0.035235893192797865, -0.6195107072861998, -0.2592460441327763]","[-0.10265288002549393, -0.6023615504452384, -0.24641375143949834]","[0.0004038256202517278, -0.6573680840080987, -0.39632551279230616]",,"[0.002873516987786118, -0.6742367587466033, 0.24264707855820727]","[-0.10170914564888969, -0.7501139750647007, 0.20046318125511806]","[-0.1530723214455052, -0.6500727524346681, -0.0811928542473853]",3760,12382
126,,"[-0.17281738537359914, -0.7258873016360888, 0.27135932095797843]",,,"[-0.13154389473833655, -0.7037505715013042, -0.16250285338405823]","[-0.20213899809088626, -0.700962469155519, -0.08448425810916835]",,3514,10359
127,"[-0.015969222457598607, -0.8308087749779117, 0.2766705464593874]","[-0.20459326044770892, -0.804791811491952, 0.2714407655954283]",,"[-0.07195611087302546, -0.7647914955052518, -0.011051648626327461]","[-0.16962889701155176, -0.6684542392051993, -0.27332516996858414]","[-0.2931149474271984, -0.7550709596885147, -0.1999464366532473]",,4606,9558
128,"[0.17059589608402143, -0.6025877190573065, -0.2944008873542431]","[0.041455897118004695, -0.6171284129913529, -0.31910074400041905]","[0.25612970960730463, -0.9204618958624762, -0.586585261785937]","[0.10290637253716162, -0.6390538426618941, -0.11316369612397138]","[-0.03811838238497769, -0.6960821669085593, 0.1665024027793587]","[-0.14778359299358684, -0.6479968333427298, 0.07771598961325182]",,3710,14304
129,,"[-0.07855709957797863, -0.7389493455308048, 0.20388104733876125]","[0.05246197643538977, -0.7777619229109229, 0.34112250760667906]",,"[-0.12900400431573053, -0.6492377720298981, -0.22868529323782408]","[-0.1842752441230299, -0.6412507063474693, -0.14676056534140663]","[-0.1691036169954034, -0.7033188510465811, 0.058784582145006314]",3514,10333
130,"[0.1403129942119826, -0.5996914011205884, -0.043996227908219984]","[0.025089174535174435, -0.6208744089607622, 0.024821974595321646]","[0.22236810058444006, -0.6730187969974943, 0.08530098313202183]","[-0.021847505205490968, -0.5833612055119415, -0.1860038315565923]","[-0.249285633834356, -0.6208997820156857, -0.35379510242626977]","[-0.2998682077811207, -0.5969151702054399, -0.27364568171155595]","[-0.15406615974830465, -0.5824399598651144, -0.07028631142588909]",2920,7575
131,,"[-0.21352023855702745, -0.6892602221319478, 0.147183410940012]","[-0.08496604959559875, -0.7853970424219893, 0.34358548845663506]",,"[-0.20574273446791846, -0.6551796083523101, -0.3914798459074856]","[-0.27282856990358484, -0.5810436656794823, -0.2864387704755477]",,6355,14702
132,,"[-0.09889869855020286, -0.6635051033370489, 0.26233463998176904]","[0.0074915532719080505, -7.671912305754635, 4.557921517387462]","[-0.019892668289945906, -0.6522321610771631, 0.03526355572290686]","[-0.130918406667811, -0.5897119538716478, -0.20378497453710867]","[-0.20752013770033856, -0.5941382440177683, -0.13222684080899813]",,3315,15164
133,,,,,,"[-0.0856003611489353, -0.37844140443613405, -0.04704124110571588]",,2785,4331
134,,,,,,,,1957,3779
135,,"[0.23272837255655338, -0.8906832359319704, 0.037910940539211]","[0.4548881153968858, -1.016279824103661, 0.09702592410760771]",,"[0.015932302788174386, -0.583960880946633, 0.13602372724262932]","[-0.08433995388011764, -0.6285246784772857, 0.08739845570526517]",,4315,692
136,,"[0.017813057267375344, -0.6582631044667462, 0.24362813580149043]",,,"[0.009503749520233019, -0.6230336155020384, -0.2043182741562895]","[-0.05626550172086866, -0.6194265004930775, -0.1243416321852212]",,3514,10270
137,,"[-0.2559578865842392, -0.8498810804462426, 0.19675241928283876]",,,"[0.02102798291219131, 0.1989169724717754, -0.04339427738914778]",,,6771,7231
138,"[-0.015269233722982216, -0.638727259654056, -0.33241244915921925]","[-0.14914835424147158, -0.6187990328827436, -0.3116297883089715]",,,"[-0.05448583308285316, -0.793479202409056, 0.18692349087573412]","[-0.15208414747322246, -0.7738342655726318, 0.09859760448896017]",,5240,16268
139,"[0.057182817024109864, -0.6119086481056422, -0.24397313404186707]","[-0.08329136764175374, -0.5922879228164052, -0.2387238254490003]","[0.03274924580720769, -0.6224784067748766, -0.36870546852759495]",,"[-0.019668361980947263, -0.6983705556780847, 0.2814411784426993]","[-0.1409503720794659, -0.6100151655006872, 0.16486576744912212]","[-0.16240625739124578, -0.6729121345277495, -0.07165918644480351]",3760,12323
140,,,"[0.43442847395804723, -0.7924797852775318, -0.0869021715752356]",,,,,2997,4175
141,"[-0.061885735755377314, -0.6625028258454142, -0.16386951765355037]","[-0.19287139047499152, -0.6707985315773051, -0.14724415133640198]","[-0.15854486018824884, -0.685179520987599, -0.2675740229872852]","[-0.02102860737276174, -0.7184810635962722, 0.021890348254741714]","[-0.10913553869310669, -0.7575168626585922, 0.282773022681601]","[-0.1722390041361796, -0.7048218739948255, 0.1769805769733657]","[-0.22340232767842294, -0.7015281827321644, -0.003538394819895184]",2773,1576
142,"[0.04744050005473399, -0.6087113879936218, -0.23499475739727982]","[-0.09089488546587643, -0.5947350033382183, -0.23021526451726723]","[0.021218026558130564, -0.6234010958670242, -0.36455612474283516]","[0.04486769349430624, -0.6340782225643953, -0.02112898055937834]","[-0.032218787647432606, -0.7096904053473119, 0.2885636613978916]","[-0.12435013089159205, -0.6142727838375157, 0.18259679943851098]","[-0.153968200646248, -0.6326922478022875, -0.0517700907497522]",3760,12328
143,"[0.15414461524059644, -0.6143685759739178, -0.28444821103988005]","[-0.000665283617001883, -0.6078760729499194, -0.26031446120215634]","[0.12992211177311386, -0.9337094571893144, -0.5751690925842633]","[0.216293077908171, -0.6400999939241037, -0.05121588173257272]","[0.17539625564496178, -0.7346360503852288, 0.2659188642427588]","[0.07874837118926402, -0.6865039959442822, 0.1871826655952141]",,6355,14597
144,"[0.11658812880949138, -0.45084750640319055, -0.24366271125044892]","[0.01557829044775956, -0.45431964807722997, -0.2582384568192097]","[0.03766391299629504, -1.1461006413956818, -0.6553362368860326]","[0.07813943155242337, -0.46741967813280877, -0.10819208146844576]","[-0.0035848533254873634, -0.5138058698923086, 0.09644139574022326]","[-0.06919350255654383, -0.47088161344129326, 0.03697454612508702]","[-0.06285081144245606, -0.457246955181191, -0.15319397096955759]",1673,15383
